car_price,age,gender,income,education,marital
20.6,42,Male,$25 - $49,High school degree,Married
41.5,42,Male,$75+,Did not complete high school,Unmarried
27.8,42,Female,$50 - $74,College degree,Married
20.6,42,Male,$25 - $49,High school degree,Unmarried
20.2,42,Male,$25 - $49,Did not complete high school,Married
17.8,42,Female,$25 - $49,Did not complete high school,Unmarried
81.2,42,Male,$75+,College degree,Unmarried
54.8,42,Male,$75+,College degree,Unmarried
26.4,42,Female,$50 - $74,Some college,Unmarried
34.6,42,Male,$50 - $74,Did not complete high school,Married
54.8,42,Male,$75+,College degree,Unmarried
63.6,42,Female,$75+,Some college,Married
29.3,42,Male,$50 - $74,High school degree,Unmarried
21.9,42,Female,$25 - $49,College degree,Married
27,42,Male,$50 - $74,Some college,Unmarried
28,42,Male,$50 - $74,High school degree,Married
8.5,42,Male,Under $25,High school degree,Unmarried
15.5,42,Male,$25 - $49,High school degree,Unmarried
22.5,42,Male,$25 - $49,High school degree,Married
16,42,Male,$25 - $49,Some college,Married
32.9,43,Male,$50 - $74,High school degree,Unmarried
43.2,43,Female,$75+,College degree,Unmarried
33.7,43,Female,$50 - $74,Some college,Married
28.4,43,Male,$50 - $74,College degree,Unmarried
46.5,43,Male,$75+,High school degree,Married
33.2,43,Male,$50 - $74,Did not complete high school,Unmarried
17.1,43,Male,$25 - $49,High school degree,Married
11.1,43,Male,Under $25,High school degree,Married
17.4,43,Male,$25 - $49,High school degree,Unmarried
20.6,43,Female,$25 - $49,High school degree,Married
34.6,43,Female,$50 - $74,College degree,Unmarried
35.3,43,Female,$50 - $74,Some college,Married
73.5,43,Female,$75+,College degree,Unmarried
21.9,43,Female,$25 - $49,Did not complete high school,Unmarried
23.5,43,Female,$25 - $49,High school degree,Married
31.1,43,Female,$50 - $74,High school degree,Unmarried
48.7,43,Female,$75+,College degree,Married
86.8,43,Female,$75+,Post-undergraduate degree,Married
16.2,43,Female,$25 - $49,High school degree,Unmarried
13.5,43,Female,$25 - $49,High school degree,Married
76.8,43,Male,$75+,College degree,Unmarried
65.2,43,Female,$75+,Post-undergraduate degree,Unmarried
14.8,43,Male,$25 - $49,Some college,Unmarried
61.7,43,Female,$75+,College degree,Married
34.4,43,Male,$50 - $74,High school degree,Unmarried
32.8,43,Male,$50 - $74,College degree,Unmarried
45.2,43,Female,$75+,College degree,Unmarried
12,43,Male,Under $25,Did not complete high school,Married
29.1,43,Male,$50 - $74,Some college,Married
55.1,43,Male,$75+,Some college,Unmarried
47,43,Male,$75+,Post-undergraduate degree,Married
24.2,43,Female,$25 - $49,Some college,Unmarried
21.2,43,Male,$25 - $49,Some college,Unmarried
19.1,43,Male,$25 - $49,High school degree,Married
77.2,43,Male,$75+,Post-undergraduate degree,Unmarried
15.8,43,Male,$25 - $49,High school degree,Unmarried
18,43,Male,$25 - $49,Post-undergraduate degree,Married
62.2,43,Female,$75+,College degree,Unmarried
29.1,43,Female,$50 - $74,Did not complete high school,Married
69.5,43,Male,$75+,High school degree,Unmarried
12.6,43,Female,$25 - $49,Did not complete high school,Unmarried
39.3,43,Male,$75+,College degree,Unmarried
28.8,43,Female,$50 - $74,College degree,Unmarried
39.4,43,Female,$75+,High school degree,Unmarried
15.8,43,Female,$25 - $49,Did not complete high school,Unmarried
24.4,43,Male,$25 - $49,High school degree,Married
16.2,43,Male,$25 - $49,High school degree,Married
9.1,43,Female,Under $25,High school degree,Married
32.4,43,Male,$50 - $74,High school degree,Unmarried
40.5,43,Female,$75+,High school degree,Unmarried
25.2,43,Female,$50 - $74,Some college,Married
33.8,43,Female,$50 - $74,Some college,Unmarried
25.3,43,Female,$50 - $74,High school degree,Married
28.4,43,Male,$50 - $74,Post-undergraduate degree,Married
80.7,43,Male,$75+,Some college,Married
28.3,43,Female,$50 - $74,High school degree,Married
74.6,43,Female,$75+,College degree,Unmarried
16.3,43,Male,$25 - $49,Did not complete high school,Unmarried
17.4,43,Female,$25 - $49,High school degree,Unmarried
11.2,43,Female,Under $25,High school degree,Married
31.7,43,Male,$50 - $74,Did not complete high school,Unmarried
33,43,Female,$50 - $74,High school degree,Unmarried
9.3,43,Female,Under $25,Did not complete high school,Unmarried
33.4,43,Male,$50 - $74,College degree,Unmarried
16.6,43,Female,$25 - $49,College degree,Married
53.6,43,Male,$75+,College degree,Unmarried
22.1,43,Male,$25 - $49,College degree,Married
12.9,43,Female,$25 - $49,Some college,Married
28.2,43,Female,$50 - $74,Did not complete high school,Unmarried
44.5,43,Female,$75+,Did not complete high school,Unmarried
27.7,43,Female,$50 - $74,College degree,Unmarried
32.9,43,Female,$50 - $74,Post-undergraduate degree,Married
54.7,43,Male,$75+,Post-undergraduate degree,Unmarried
16.4,43,Female,$25 - $49,High school degree,Unmarried
74.5,43,Male,$75+,High school degree,Married
28.2,43,Female,$50 - $74,Did not complete high school,Unmarried
24.8,43,Female,$50 - $74,High school degree,Unmarried
78.4,43,Male,$75+,College degree,Unmarried
52.2,43,Female,$75+,High school degree,Married
17.7,43,Male,$25 - $49,Some college,Unmarried
19.6,43,Female,$25 - $49,High school degree,Married
23.5,43,Male,$25 - $49,Did not complete high school,Married
75.2,44,Female,$75+,College degree,Married
27.3,44,Male,$50 - $74,Did not complete high school,Unmarried
23.2,44,Male,$25 - $49,Did not complete high school,Married
51,44,Female,$75+,High school degree,Unmarried
20,44,Female,$25 - $49,Post-undergraduate degree,Married
19.3,44,Female,$25 - $49,Did not complete high school,Married
19.5,44,Male,$25 - $49,Did not complete high school,Married
23.2,44,Male,$25 - $49,Some college,Married
70.3,44,Male,$75+,College degree,Married
65.2,44,Male,$75+,High school degree,Unmarried
16.3,44,Female,$25 - $49,High school degree,Unmarried
61,44,Male,$75+,Some college,Unmarried
21.6,44,Female,$25 - $49,Did not complete high school,Married
51.5,44,Male,$75+,High school degree,Unmarried
30.3,44,Female,$50 - $74,Some college,Married
43.8,44,Male,$75+,Some college,Unmarried
13,44,Male,$25 - $49,Some college,Unmarried
14.3,44,Male,$25 - $49,Some college,Unmarried
55.2,44,Male,$75+,Some college,Married
18.8,44,Male,$25 - $49,Some college,Unmarried
59.7,44,Female,$75+,College degree,Married
44.6,44,Male,$75+,High school degree,Unmarried
66.7,44,Female,$75+,College degree,Married
10.4,44,Male,Under $25,Did not complete high school,Unmarried
12.3,44,Male,$25 - $49,Did not complete high school,Unmarried
17,44,Female,$25 - $49,Some college,Unmarried
11.1,44,Male,Under $25,High school degree,Unmarried
70.3,44,Male,$75+,Some college,Married
62.7,44,Female,$75+,Did not complete high school,Married
30.8,44,Female,$50 - $74,College degree,Unmarried
68.2,44,Female,$75+,Post-undergraduate degree,Married
27.9,44,Male,$50 - $74,Some college,Unmarried
13.3,44,Male,$25 - $49,Did not complete high school,Unmarried
34.5,44,Male,$50 - $74,College degree,Unmarried
52.9,44,Male,$75+,College degree,Unmarried
26.1,44,Female,$50 - $74,Some college,Unmarried
16.8,44,Female,$25 - $49,Did not complete high school,Unmarried
18.1,44,Male,$25 - $49,College degree,Unmarried
74,44,Male,$75+,Some college,Unmarried
14.6,44,Male,$25 - $49,Did not complete high school,Married
33.4,44,Male,$50 - $74,Some college,Married
34.3,44,Female,$50 - $74,High school degree,Unmarried
62.6,44,Male,$75+,Some college,Married
43.4,44,Male,$75+,Post-undergraduate degree,Unmarried
80.1,44,Male,$75+,High school degree,Married
23.8,44,Female,$25 - $49,Post-undergraduate degree,Unmarried
33.8,44,Female,$50 - $74,Some college,Married
13.6,44,Female,$25 - $49,Post-undergraduate degree,Married
15.3,44,Male,$25 - $49,Some college,Unmarried
27,44,Female,$50 - $74,Did not complete high school,Unmarried
14.3,44,Female,$25 - $49,Did not complete high school,Unmarried
16,44,Male,$25 - $49,High school degree,Married
50.3,44,Female,$75+,Some college,Married
19.5,44,Female,$25 - $49,Did not complete high school,Married
53.4,44,Female,$75+,College degree,Unmarried
37.9,44,Male,$75+,High school degree,Married
23.7,44,Male,$25 - $49,High school degree,Unmarried
16.3,44,Male,$25 - $49,Did not complete high school,Married
26.1,44,Male,$50 - $74,Did not complete high school,Married
26.7,44,Male,$50 - $74,Did not complete high school,Married
74.8,44,Male,$75+,High school degree,Unmarried
20.7,44,Female,$25 - $49,Some college,Married
19.1,44,Female,$25 - $49,Some college,Married
10,44,Female,Under $25,Did not complete high school,Married
41,44,Male,$75+,Some college,Unmarried
13.7,44,Female,$25 - $49,College degree,Married
37.2,45,Male,$75+,Some college,Married
67.6,45,Female,$75+,Did not complete high school,Unmarried
76.1,45,Female,$75+,Some college,Married
70.7,45,Female,$75+,Some college,Married
30.8,45,Female,$50 - $74,High school degree,Unmarried
31.2,45,Male,$50 - $74,High school degree,Married
19.8,45,Female,$25 - $49,High school degree,Married
48.4,45,Male,$75+,Did not complete high school,Married
18.3,45,Male,$25 - $49,Did not complete high school,Unmarried
66.2,45,Male,$75+,High school degree,Married
36.7,45,Female,$75+,Some college,Married
8.6,45,Male,Under $25,High school degree,Unmarried
30.7,45,Female,$50 - $74,High school degree,Married
65.3,45,Female,$75+,High school degree,Unmarried
53.2,45,Male,$75+,Some college,Unmarried
29,45,Female,$50 - $74,High school degree,Married
21.4,45,Female,$25 - $49,Did not complete high school,Married
54.3,45,Female,$75+,Some college,Married
18.2,45,Male,$25 - $49,College degree,Unmarried
17.6,45,Female,$25 - $49,High school degree,Unmarried
33.8,45,Female,$50 - $74,High school degree,Unmarried
28.8,45,Female,$50 - $74,Did not complete high school,Unmarried
16.6,45,Male,$25 - $49,College degree,Unmarried
20.7,45,Female,$25 - $49,Did not complete high school,Married
50.7,45,Female,$75+,High school degree,Unmarried
31.6,45,Male,$50 - $74,High school degree,Married
43.7,45,Female,$75+,Some college,Unmarried
20.3,45,Male,$25 - $49,Some college,Married
24.8,45,Male,$25 - $49,Did not complete high school,Married
73.4,45,Female,$75+,College degree,Unmarried
22.6,45,Female,$25 - $49,Some college,Married
50.7,45,Female,$75+,Some college,Married
61.3,45,Male,$75+,High school degree,Unmarried
27.7,45,Male,$50 - $74,Some college,Married
43.5,45,Female,$75+,High school degree,Married
16.8,45,Male,$25 - $49,Did not complete high school,Married
30.6,45,Female,$50 - $74,College degree,Married
37,45,Male,$75+,High school degree,Unmarried
14,45,Female,$25 - $49,Some college,Married
15.4,45,Female,$25 - $49,High school degree,Married
17.3,45,Female,$25 - $49,Post-undergraduate degree,Unmarried
50.9,45,Male,$75+,High school degree,Married
79.7,45,Female,$75+,College degree,Married
34.4,45,Male,$50 - $74,Some college,Married
26.5,45,Female,$50 - $74,Some college,Married
22.3,45,Male,$25 - $49,Post-undergraduate degree,Married
57.1,45,Male,$75+,College degree,Married
67.9,45,Male,$75+,High school degree,Married
90,45,Male,$75+,Some college,Unmarried
30.7,45,Female,$50 - $74,Some college,Married
77.1,45,Male,$75+,High school degree,Unmarried
43,45,Male,$75+,Some college,Unmarried
56.7,45,Male,$75+,High school degree,Unmarried
14.3,45,Female,$25 - $49,High school degree,Unmarried
34.5,45,Female,$50 - $74,College degree,Unmarried
34.4,45,Male,$50 - $74,College degree,Married
31.2,45,Male,$50 - $74,Did not complete high school,Unmarried
10,45,Male,Under $25,Did not complete high school,Unmarried
23.2,45,Female,$25 - $49,High school degree,Married
8.9,45,Male,Under $25,High school degree,Married
44.9,45,Female,$75+,Some college,Unmarried
18.4,45,Female,$25 - $49,High school degree,Unmarried
65.5,45,Female,$75+,High school degree,Married
26.2,45,Female,$50 - $74,College degree,Married
38.4,45,Female,$75+,High school degree,Married
25.2,45,Female,$50 - $74,High school degree,Married
17.8,45,Female,$25 - $49,Did not complete high school,Married
9.9,45,Female,Under $25,Did not complete high school,Unmarried
43.8,45,Male,$75+,Did not complete high school,Married
18.8,45,Male,$25 - $49,Some college,Unmarried
16.4,45,Male,$25 - $49,Some college,Married
47.7,45,Female,$75+,Did not complete high school,Unmarried
24.8,45,Female,$25 - $49,High school degree,Married
35.1,45,Female,$50 - $74,Did not complete high school,Married
63.7,45,Female,$75+,College degree,Married
42.5,45,Male,$75+,College degree,Married
33.6,45,Female,$50 - $74,Post-undergraduate degree,Married
11.4,45,Female,Under $25,High school degree,Unmarried
22,45,Male,$25 - $49,Some college,Married
25.6,45,Male,$50 - $74,Some college,Unmarried
19.6,45,Female,$25 - $49,Did not complete high school,Married
38.3,45,Female,$75+,Some college,Unmarried
36.1,45,Female,$50 - $74,Post-undergraduate degree,Married
19.1,45,Male,$25 - $49,High school degree,Married
16.5,45,Female,$25 - $49,Did not complete high school,Married
24.3,45,Female,$25 - $49,High school degree,Married
60.4,45,Male,$75+,Some college,Unmarried
43,45,Female,$75+,Post-undergraduate degree,Unmarried
79.6,45,Male,$75+,Did not complete high school,Married
40,45,Male,$75+,Did not complete high school,Unmarried
60.2,45,Male,$75+,Some college,Unmarried
15.6,45,Female,$25 - $49,Did not complete high school,Unmarried
30.3,45,Male,$50 - $74,Post-undergraduate degree,Unmarried
26.3,45,Female,$50 - $74,Some college,Married
26,45,Female,$50 - $74,Some college,Married
32.3,45,Male,$50 - $74,Post-undergraduate degree,Unmarried
49.2,45,Male,$75+,High school degree,Married
40.5,46,Female,$75+,High school degree,Unmarried
18,46,Female,$25 - $49,High school degree,Unmarried
15.9,46,Female,$25 - $49,Some college,Unmarried
23.9,46,Female,$25 - $49,Did not complete high school,Unmarried
28.7,46,Male,$50 - $74,Did not complete high school,Married
17.6,46,Female,$25 - $49,College degree,Unmarried
95.5,46,Female,$75+,High school degree,Married
32.1,46,Male,$50 - $74,Did not complete high school,Married
32.3,46,Male,$50 - $74,College degree,Married
10,46,Female,Under $25,Did not complete high school,Married
47.8,46,Male,$75+,High school degree,Unmarried
44.8,46,Female,$75+,High school degree,Married
71.7,46,Male,$75+,College degree,Unmarried
27.2,46,Male,$50 - $74,High school degree,Married
36.7,46,Male,$50 - $74,High school degree,Unmarried
19.9,46,Male,$25 - $49,High school degree,Married
51.2,46,Female,$75+,Post-undergraduate degree,Married
22.5,46,Female,$25 - $49,Did not complete high school,Unmarried
32,46,Male,$50 - $74,High school degree,Married
57.1,46,Male,$75+,Did not complete high school,Unmarried
47.5,46,Male,$75+,College degree,Married
24.3,46,Female,$25 - $49,Did not complete high school,Married
27.2,46,Female,$50 - $74,High school degree,Married
12.6,46,Female,$25 - $49,High school degree,Unmarried
45.7,46,Male,$75+,Post-undergraduate degree,Married
18.8,46,Female,$25 - $49,Some college,Married
41.1,46,Male,$75+,Some college,Unmarried
41.4,46,Female,$75+,Did not complete high school,Unmarried
17.2,46,Female,$25 - $49,Did not complete high school,Married
22.3,46,Female,$25 - $49,Some college,Unmarried
18.4,46,Male,$25 - $49,High school degree,Unmarried
43.4,46,Female,$75+,Post-undergraduate degree,Unmarried
48.7,46,Female,$75+,Post-undergraduate degree,Married
31.2,46,Male,$50 - $74,Did not complete high school,Married
71.4,46,Male,$75+,High school degree,Unmarried
14.2,46,Female,$25 - $49,Post-undergraduate degree,Unmarried
39.3,46,Female,$75+,Some college,Unmarried
84.5,46,Female,$75+,High school degree,Married
72.5,46,Male,$75+,High school degree,Unmarried
54,46,Female,$75+,Some college,Unmarried
22,46,Female,$25 - $49,College degree,Married
14.9,46,Male,$25 - $49,Did not complete high school,Unmarried
73.6,46,Female,$75+,High school degree,Married
26.9,46,Male,$50 - $74,Some college,Married
22.5,46,Male,$25 - $49,High school degree,Unmarried
54.3,46,Male,$75+,High school degree,Unmarried
32.6,46,Female,$50 - $74,Did not complete high school,Married
19.7,46,Female,$25 - $49,High school degree,Unmarried
17.2,46,Female,$25 - $49,College degree,Married
15.4,46,Female,$25 - $49,High school degree,Unmarried
84.4,46,Male,$75+,High school degree,Unmarried
17.5,46,Female,$25 - $49,High school degree,Unmarried
24.3,46,Female,$25 - $49,High school degree,Married
41.1,46,Female,$75+,High school degree,Married
17.9,46,Female,$25 - $49,Some college,Married
18.5,46,Female,$25 - $49,Did not complete high school,Married
27.1,46,Female,$50 - $74,Did not complete high school,Married
82.3,46,Female,$75+,High school degree,Married
64.5,46,Female,$75+,College degree,Married
75,46,Male,$75+,High school degree,Unmarried
44.5,46,Male,$75+,College degree,Married
85.3,46,Female,$75+,Some college,Married
14.3,46,Female,$25 - $49,College degree,Unmarried
13.3,46,Male,$25 - $49,College degree,Unmarried
11.4,47,Male,Under $25,Some college,Married
59.8,47,Male,$75+,High school degree,Unmarried
13.7,47,Male,$25 - $49,Some college,Unmarried
31.2,47,Male,$50 - $74,Some college,Married
90.4,47,Female,$75+,High school degree,Married
60.4,47,Female,$75+,College degree,Unmarried
69.2,47,Male,$75+,College degree,Unmarried
32.5,47,Male,$50 - $74,Did not complete high school,Married
27.2,47,Female,$50 - $74,Some college,Married
31.9,47,Male,$50 - $74,College degree,Married
53.6,47,Male,$75+,College degree,Married
29.5,47,Female,$50 - $74,High school degree,Unmarried
10.8,47,Female,Under $25,Some college,Married
83.6,47,Female,$75+,Post-undergraduate degree,Unmarried
17.6,47,Male,$25 - $49,Some college,Unmarried
18.6,47,Female,$25 - $49,Did not complete high school,Married
81.3,47,Male,$75+,Post-undergraduate degree,Unmarried
28.7,47,Female,$50 - $74,High school degree,Unmarried
31.6,47,Male,$50 - $74,Post-undergraduate degree,Unmarried
34.5,47,Male,$50 - $74,Some college,Unmarried
78.4,47,Male,$75+,Some college,Married
20.5,47,Male,$25 - $49,High school degree,Unmarried
77,47,Female,$75+,Did not complete high school,Unmarried
23.4,47,Male,$25 - $49,High school degree,Unmarried
17,47,Male,$25 - $49,High school degree,Unmarried
32.2,47,Female,$50 - $74,Some college,Married
22.4,47,Male,$25 - $49,Some college,Unmarried
22.1,47,Male,$25 - $49,College degree,Married
28.4,47,Female,$50 - $74,High school degree,Married
91.7,47,Male,$75+,College degree,Married
53.9,47,Female,$75+,Some college,Unmarried
12.9,47,Female,$25 - $49,College degree,Unmarried
42.1,47,Female,$75+,High school degree,Married
12.1,47,Male,$25 - $49,High school degree,Unmarried
14.3,47,Female,$25 - $49,Some college,Married
98.7,47,Male,$75+,Some college,Married
80.4,47,Female,$75+,High school degree,Unmarried
37.5,47,Female,$50 - $74,Some college,Unmarried
64.5,47,Female,$75+,High school degree,Unmarried
99.8,47,Male,$75+,Post-undergraduate degree,Married
41.1,47,Female,$75+,High school degree,Married
70,47,Female,$75+,Did not complete high school,Married
18.2,47,Female,$25 - $49,High school degree,Married
53.7,47,Female,$75+,Some college,Unmarried
34.8,47,Female,$50 - $74,College degree,Unmarried
44.1,47,Male,$75+,College degree,Unmarried
64.6,47,Male,$75+,High school degree,Unmarried
22,47,Female,$25 - $49,College degree,Unmarried
23,47,Male,$25 - $49,Did not complete high school,Married
32,47,Female,$50 - $74,College degree,Married
27.3,47,Female,$50 - $74,High school degree,Unmarried
20.6,47,Male,$25 - $49,College degree,Unmarried
64.8,47,Female,$75+,Did not complete high school,Unmarried
51.1,47,Female,$75+,Some college,Married
16.9,47,Male,$25 - $49,Did not complete high school,Married
60.2,47,Female,$75+,College degree,Married
44.4,47,Male,$75+,College degree,Unmarried
37.9,47,Male,$50 - $74,Did not complete high school,Married
14.7,47,Male,$25 - $49,College degree,Unmarried
47.5,47,Male,$75+,High school degree,Married
54.3,47,Female,$75+,College degree,Married
22.8,47,Female,$25 - $49,High school degree,Married
19.6,47,Male,$25 - $49,Some college,Unmarried
35.2,47,Male,$50 - $74,High school degree,Married
25,47,Female,$50 - $74,College degree,Unmarried
69,47,Female,$75+,Some college,Unmarried
9.5,47,Male,Under $25,Did not complete high school,Unmarried
39.2,47,Male,$75+,College degree,Unmarried
13.4,47,Female,$25 - $49,Did not complete high school,Married
47,47,Male,$75+,High school degree,Married
13.8,47,Male,$25 - $49,High school degree,Married
64.8,47,Female,$75+,Post-undergraduate degree,Married
39.8,47,Male,$75+,College degree,Unmarried
35.3,47,Male,$50 - $74,College degree,Unmarried
96.3,47,Male,$75+,High school degree,Unmarried
13.7,47,Female,$25 - $49,College degree,Unmarried
95.1,47,Female,$75+,Post-undergraduate degree,Unmarried
14.3,47,Female,$25 - $49,High school degree,Married
27.9,47,Female,$50 - $74,Did not complete high school,Married
19.4,47,Female,$25 - $49,Did not complete high school,Married
18.3,47,Male,$25 - $49,High school degree,Married
93.4,47,Female,$75+,High school degree,Unmarried
34.6,47,Male,$50 - $74,Some college,Married
15.7,47,Female,$25 - $49,Did not complete high school,Unmarried
89.7,47,Male,$75+,Some college,Married
23.2,47,Female,$25 - $49,Did not complete high school,Married
58.9,47,Female,$75+,High school degree,Married
34,47,Male,$50 - $74,College degree,Unmarried
19.8,47,Female,$25 - $49,High school degree,Unmarried
46.3,47,Female,$75+,High school degree,Married
76.2,47,Male,$75+,High school degree,Unmarried
9.4,47,Male,Under $25,College degree,Married
13.7,47,Male,$25 - $49,Did not complete high school,Unmarried
28.1,47,Male,$50 - $74,Did not complete high school,Married
59.5,47,Female,$75+,Some college,Unmarried
38,48,Female,$75+,College degree,Unmarried
65.9,48,Male,$75+,Post-undergraduate degree,Married
74.1,48,Male,$75+,College degree,Married
65.5,48,Male,$75+,Some college,Unmarried
74.6,48,Female,$75+,College degree,Unmarried
41.1,48,Male,$75+,High school degree,Unmarried
27.8,48,Female,$50 - $74,College degree,Married
60.9,48,Male,$75+,College degree,Married
13.1,48,Male,$25 - $49,High school degree,Married
86.2,48,Male,$75+,College degree,Married
69.5,48,Male,$75+,High school degree,Married
46.2,48,Female,$75+,High school degree,Married
23.1,48,Female,$25 - $49,Some college,Married
45.1,48,Female,$75+,Did not complete high school,Unmarried
20.8,48,Male,$25 - $49,High school degree,Married
72.6,48,Male,$75+,High school degree,Unmarried
24,48,Male,$25 - $49,Did not complete high school,Married
55,48,Male,$75+,Some college,Unmarried
80.5,48,Male,$75+,College degree,Married
78.1,48,Female,$75+,College degree,Unmarried
76.4,48,Male,$75+,Some college,Married
32.8,48,Female,$50 - $74,Did not complete high school,Married
59,48,Male,$75+,Some college,Married
46.3,48,Female,$75+,College degree,Married
24.4,48,Female,$50 - $74,Did not complete high school,Unmarried
72.4,48,Female,$75+,High school degree,Unmarried
14.2,48,Female,$25 - $49,Some college,Unmarried
54.8,48,Female,$75+,Did not complete high school,Unmarried
65.3,48,Male,$75+,High school degree,Married
46.4,48,Female,$75+,High school degree,Married
69.5,48,Male,$75+,College degree,Married
9.5,48,Female,Under $25,College degree,Unmarried
85,48,Female,$75+,Some college,Unmarried
15.3,48,Male,$25 - $49,College degree,Unmarried
83.4,48,Female,$75+,Did not complete high school,Married
41,48,Female,$75+,Some college,Married
32.7,48,Male,$50 - $74,Some college,Married
30.5,48,Male,$50 - $74,Did not complete high school,Married
14.3,48,Male,$25 - $49,Did not complete high school,Unmarried
34.6,48,Male,$50 - $74,Post-undergraduate degree,Married
38.2,48,Male,$75+,Did not complete high school,Unmarried
76.7,48,Female,$75+,Post-undergraduate degree,Married
39.3,48,Female,$75+,Some college,Married
18.7,48,Female,$25 - $49,High school degree,Married
64.2,48,Female,$75+,High school degree,Married
27.3,48,Male,$50 - $74,Some college,Unmarried
20.2,48,Male,$25 - $49,High school degree,Unmarried
79.3,48,Male,$75+,High school degree,Married
40.8,48,Male,$75+,Did not complete high school,Unmarried
76,48,Female,$75+,College degree,Unmarried
49.1,48,Female,$75+,High school degree,Unmarried
44.8,48,Female,$75+,High school degree,Unmarried
90.6,48,Male,$75+,High school degree,Married
33.8,48,Female,$50 - $74,Did not complete high school,Married
47.8,48,Female,$75+,High school degree,Unmarried
18,48,Male,$25 - $49,Some college,Married
31.2,48,Female,$50 - $74,Some college,Unmarried
42.2,48,Male,$75+,High school degree,Unmarried
18.5,48,Male,$25 - $49,Did not complete high school,Married
16.8,48,Female,$25 - $49,Did not complete high school,Married
19.2,48,Male,$25 - $49,College degree,Unmarried
39.8,48,Female,$75+,High school degree,Unmarried
51,48,Female,$75+,Some college,Unmarried
60.9,48,Female,$75+,Did not complete high school,Unmarried
24.9,48,Male,$25 - $49,High school degree,Unmarried
17.6,48,Female,$25 - $49,College degree,Married
19.7,48,Male,$25 - $49,Did not complete high school,Married
92.8,48,Male,$75+,College degree,Unmarried
23.2,48,Male,$25 - $49,College degree,Unmarried
32.2,48,Female,$50 - $74,High school degree,Unmarried
19.2,48,Male,$25 - $49,Post-undergraduate degree,Married
22.2,48,Male,$25 - $49,Some college,Married
36.1,48,Female,$50 - $74,Did not complete high school,Married
40.3,48,Female,$75+,High school degree,Married
74.4,48,Female,$75+,Some college,Married
20.4,48,Male,$25 - $49,Some college,Unmarried
37.8,48,Female,$75+,Some college,Unmarried
31.9,48,Male,$50 - $74,High school degree,Married
28.6,48,Female,$50 - $74,High school degree,Married
12.2,48,Female,Under $25,Did not complete high school,Married
13.1,48,Female,$25 - $49,Post-undergraduate degree,Unmarried
25,48,Male,$50 - $74,College degree,Unmarried
12.3,48,Female,Under $25,College degree,Unmarried
18.7,48,Male,$25 - $49,Some college,Unmarried
59.6,48,Female,$75+,College degree,Married
15.1,48,Male,$25 - $49,Did not complete high school,Married
47.2,48,Male,$75+,Some college,Married
32.5,48,Female,$50 - $74,Did not complete high school,Married
13,48,Female,$25 - $49,Did not complete high school,Unmarried
25.7,48,Male,$25 - $49,Did not complete high school,Married
52.5,48,Female,$75+,High school degree,Unmarried
68.4,49,Female,$75+,High school degree,Unmarried
17.3,49,Male,$25 - $49,Did not complete high school,Married
51.6,49,Female,$75+,Post-undergraduate degree,Unmarried
20,49,Male,$25 - $49,Did not complete high school,Unmarried
18.7,49,Female,$25 - $49,College degree,Married
10.7,49,Male,Under $25,Did not complete high school,Married
46.3,49,Male,$75+,College degree,Married
21,49,Female,$25 - $49,College degree,Married
12,49,Female,Under $25,College degree,Married
14.7,49,Male,$25 - $49,High school degree,Married
68.8,49,Male,$75+,Some college,Married
23,49,Female,$25 - $49,Some college,Married
50.1,49,Female,$75+,Did not complete high school,Unmarried
96.4,49,Female,$75+,College degree,Married
25.3,49,Male,$50 - $74,High school degree,Married
59.7,49,Male,$75+,Some college,Married
29.2,49,Female,$50 - $74,College degree,Married
41.7,49,Female,$75+,High school degree,Unmarried
49.2,49,Male,$75+,Did not complete high school,Married
13.5,49,Female,$25 - $49,Some college,Unmarried
18.1,49,Female,$25 - $49,High school degree,Married
54.4,49,Male,$75+,High school degree,Married
82.1,49,Male,$75+,College degree,Married
23.5,49,Male,$25 - $49,High school degree,Unmarried
74,49,Female,$75+,High school degree,Unmarried
26.5,49,Female,$50 - $74,Some college,Unmarried
52.5,49,Male,$75+,College degree,Unmarried
25.2,49,Female,$25 - $49,College degree,Married
37,49,Female,$50 - $74,Did not complete high school,Married
32.2,49,Male,$50 - $74,Some college,Married
34.9,49,Female,$50 - $74,High school degree,Married
30.4,49,Female,$50 - $74,High school degree,Married
22.3,49,Female,$25 - $49,Did not complete high school,Married
34.2,49,Male,$50 - $74,Did not complete high school,Married
19.3,49,Female,$25 - $49,High school degree,Married
32.3,49,Female,$50 - $74,Some college,Unmarried
48.4,49,Male,$75+,High school degree,Married
26,49,Male,$50 - $74,College degree,Married
45,49,Female,$75+,High school degree,Unmarried
17.1,49,Male,$25 - $49,Did not complete high school,Married
24.2,49,Male,$25 - $49,Did not complete high school,Unmarried
70.3,49,Male,$75+,College degree,Unmarried
14.7,49,Female,$25 - $49,High school degree,Married
19.7,49,Female,$25 - $49,High school degree,Married
19.2,49,Female,$25 - $49,Some college,Married
26.1,49,Female,$50 - $74,Did not complete high school,Unmarried
26.9,49,Male,$50 - $74,College degree,Married
10.2,49,Female,Under $25,Some college,Unmarried
28.2,49,Male,$50 - $74,High school degree,Married
90.4,49,Female,$75+,Did not complete high school,Married
36.5,49,Male,$50 - $74,Did not complete high school,Married
26,49,Female,$50 - $74,College degree,Married
62.2,49,Male,$75+,Did not complete high school,Unmarried
21.1,49,Female,$25 - $49,Did not complete high school,Married
